,mintemp,maxtemp,prcpann,temprang,rwsaetswbs,raetcwd,prcpsum,pdaetswb,pcseas,cumlswb,rwsaet,rswbaet,rpetaet,prcpwin,prcpspr,prcpfal,pdwsaetswb,mxtmpwin,mxtmpsum,mxtmpspr,mxtmpfal,mntmpwin,mntmpsu,mntmpspr,mntmpfal,cumlws,cumlpet,cumlcwd,cumlaet,monsoon
ind_176,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_177,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_178,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_179,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_180,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_181,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_182,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_183,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_184,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_185,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_186,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_187,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_188,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_189,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_190,-8.35912,29.5403,228.498,37.7728,0.876385,0.484046,47.5325,132.535,0.233382,20.6965,1.02988,0.117022,3.07081,56.2016,77.0072,47.7562,10.5184,5.45084,27.4087,11.6883,16.2701,-7.97185,8.63865,-1.58101,-0.299929,181.558,540.943,540.943,364.747,0.202722237
ind_191,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_192,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_193,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_194,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_195,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_196,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_197,-8.82424,28.1551,317.861,37.4396,0.738085,0.635732,28.9807,57.3768,0.487937,123.866,1.16822,0.700291,2.5768,121.39,95.2363,72.2545,26.5962,4.93978,26.3189,11.012,16.4485,-8.5108,4.88797,-2.95385,-4.99478,206.847,455.044,455.044,278.32,0.089660831
ind_198,-3.20744,32.0437,415.835,35.201,0.121336,0.806746,33.6662,135.442,0.656855,262.444,1.17708,0.806783,2.25108,190.464,98.2687,93.4364,38.2762,8.45037,30.0781,15.6988,19.962,-2.81377,9.80818,1.82981,8.49059,387.035,730.419,730.419,405.343,0.077945761
ind_199,-3.20744,32.0437,415.835,35.201,0.121336,0.806746,33.6662,135.442,0.656855,262.444,1.17708,0.806783,2.25108,190.464,98.2687,93.4364,38.2762,8.45037,30.0781,15.6988,19.962,-2.81377,9.80818,1.82981,8.49059,387.035,730.419,730.419,405.343,0.077945761
ind_200,-3.20744,32.0437,415.835,35.201,0.121336,0.806746,33.6662,135.442,0.656855,262.444,1.17708,0.806783,2.25108,190.464,98.2687,93.4364,38.2762,8.45037,30.0781,15.6988,19.962,-2.81377,9.80818,1.82981,8.49059,387.035,730.419,730.419,405.343,0.077945761
ind_201,-3.20744,32.0437,415.835,35.201,0.121336,0.806746,33.6662,135.442,0.656855,262.444,1.17708,0.806783,2.25108,190.464,98.2687,93.4364,38.2762,8.45037,30.0781,15.6988,19.962,-2.81377,9.80818,1.82981,8.49059,387.035,730.419,730.419,405.343,0.077945761
ind_202,-3.20744,32.0437,415.835,35.201,0.121336,0.806746,33.6662,135.442,0.656855,262.444,1.17708,0.806783,2.25108,190.464,98.2687,93.4364,38.2762,8.45037,30.0781,15.6988,19.962,-2.81377,9.80818,1.82981,8.49059,387.035,730.419,730.419,405.343,0.077945761
ind_203,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_204,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_205,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_206,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_207,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_208,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_209,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_210,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_211,-5.70224,29.3331,525.165,34.7604,0.546362,1.00548,39.2313,128.568,0.582809,235.445,1.37526,0.750667,2.02758,228.096,155.755,102.083,91.7991,6.6209,27.4746,12.9915,18.1157,-4.91651,8.23337,0.320674,4.33769,411.386,608.041,608.041,305.545,0.060724542
ind_212,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_213,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_214,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_215,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_216,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_217,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_218,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_219,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_220,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_221,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_222,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_223,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_224,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_225,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_226,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_227,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_228,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_229,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_230,-7.72744,32.0619,397.736,39.7798,0.818169,0.774635,83.5597,162.225,0.341399,100.485,1.07497,0.328861,2.29156,130.034,92.9859,91.1563,40.4272,7.7239,30.4827,15.5442,19.7276,-6.91667,11.3821,0.396615,6.65567,326.91,700.069,700.069,394.548,0.262466282
ind_231,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_232,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_233,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_234,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_235,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_236,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_237,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_238,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_239,-9.68744,28.0575,325.975,37.7301,0.902553,0.768329,57.6295,125.986,0.238749,61.9372,1.08817,0.295552,2.30588,89.9221,106.2,72.2233,33.5971,3.43838,26.1273,9.97714,14.836,-9.1692,8.69225,-2.58188,-0.790993,228.194,484.148,484.148,274.076,0.197056636
ind_240,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_241,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_242,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_243,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_244,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_245,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_246,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_247,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_248,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_249,-11.71584,28.227909,337.472107,40.109261,0.902004,0.891502,63.660912,138.526505,0.20788,63.448219,1.050675,0.292555,2.130581,93.612122,102.699501,77.49958,34.919399,3.119139,26.422569,10.16938,14.90831,11.10086,7.650266,-3.611413,-5.840241,227.122299,459.528412,459.528412,243.685394,0.218704447
ind_250,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_251,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_252,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_253,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_254,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_255,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_256,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_257,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_258,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_259,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_260,-8.43464,33.8335,239.337,42.2102,0.710436,0.376976,50.4659,141.268,0.297626,15.8422,1.03064,0.080482,3.65301,69.641,53.2998,65.9298,7.86627,8.55738,32.266,16.9901,21.1379,-7.60649,11.0676,0.137019,3.20622,202.662,718.346,718.346,521.692,0.266160756
ind_261,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_262,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_263,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_264,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_265,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
ind_266,-8.59484,28.0207,260.386,36.958,0.902528,0.469842,52.8273,119.753,0.268378,28.9162,1.06514,0.16912,3.17448,83.6889,75.8965,47.9733,17.1628,6.47705,26.5569,12.1659,16.6311,-8.2661,8.6875,-1.82197,0.598253,182.818,541.669,541.669,370.813,0.204216316
