"Latitude" "Longitude" "Elevation" "mintemp" "maxtemp" "prcpann" "temprang" "rwsaetswbs" "raetcwd" "prcpsum" "pdaetswb" "pcseas" "cumlswb" "rwsaet" "rswbaet" "rpetaet" "prcpwin" "prcpspr" "prcpfal" "pdwsaetswb" "mxtmpwin" "mxtmpsum" "mxtmpspr" "mxtmpfal" "mntmpwin" "mntmpsu" "mntmpspr" "mntmpfal" "cumlws" "cumlpet" "cumlcwd" "cumlaet"
"ind_74" 38.72444 -109.30917 1435 -8.48544 34.7831 271.858 44.0798 0.536341 0.464611 59.4686 170.509 0.263745 14.2562 0.960575 0.060448 3.24171 53.655 73.2521 85.4823 4.86402 6.01661 33.6854 17.0292 20.4253 -7.11836 14.9524 3.46203 11.2791 221.068 733.266 733.266 504.741
"ind_75" 38.72444 -109.30917 1435 -8.48544 34.7831 271.858 44.0798 0.536341 0.464611 59.4686 170.509 0.263745 14.2562 0.960575 0.060448 3.24171 53.655 73.2521 85.4823 4.86402 6.01661 33.6854 17.0292 20.4253 -7.11836 14.9524 3.46203 11.2791 221.068 733.266 733.266 504.741
"ind_76" 38.72444 -109.30917 1435 -8.48544 34.7831 271.858 44.0798 0.536341 0.464611 59.4686 170.509 0.263745 14.2562 0.960575 0.060448 3.24171 53.655 73.2521 85.4823 4.86402 6.01661 33.6854 17.0292 20.4253 -7.11836 14.9524 3.46203 11.2791 221.068 733.266 733.266 504.741
"ind_77" 38.72444 -109.30917 1435 -8.48544 34.7831 271.858 44.0798 0.536341 0.464611 59.4686 170.509 0.263745 14.2562 0.960575 0.060448 3.24171 53.655 73.2521 85.4823 4.86402 6.01661 33.6854 17.0292 20.4253 -7.11836 14.9524 3.46203 11.2791 221.068 733.266 733.266 504.741
"ind_78" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_79" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_80" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_81" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_82" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_83" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_84" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_85" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_86" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_87" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_88" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_89" 40.68778 -119.36056 1217 -6.61104 32.3387 223.697 38.6604 0.741723 0.332103 26.4982 116.218 0.456171 19.7494 1.06768 0.122679 4.07339 85.7538 67.6723 43.7729 15.8805 5.80831 29.9071 14.1373 18.4244 -5.81506 11.0901 1.04266 6.25141 173.65 658.699 658.699 496.181
"ind_90" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_91" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_92" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_93" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_94" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_95" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_96" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_97" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_98" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_99" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_100" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_101" 38.77353 -119.60447 1914 -6.96184 28.0619 468.831 34.9235 0.359145 0.916856 32.457 74.8037 0.658656 277.502 1.32276 1.09998 2.10659 222.738 112.618 101.018 40.4463 5.78963 26.1128 11.5237 16.4526 -6.62791 7.0865 -1.76017 2.01641 323.966 534.182 534.182 280.66
"ind_102" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_103" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_104" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_105" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_106" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_107" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_108" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_109" 39.88 -119.5131 1195 -4.99904 32.2591 179.178 37.1 0.662265 0.259958 20.4608 95.8587 0.475494 18.0952 1.07249 0.125288 4.92402 72.2426 48.9338 37.5405 13.4174 7.185 30.126 14.9268 18.943 -4.29919 12.0844 2.2366 9.34378 153.689 697.681 697.681 555.448
"ind_110" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_111" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_112" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_113" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_114" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_115" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_116" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_117" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_118" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_119" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_120" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_121" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_122" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_123" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_124" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_125" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_126" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_127" 38.85144 -120.02065 1934 -8.63064 26.1535 864.818 34.9294 0.612777 1.74543 38.3965 79.0882 0.747055 517.754 1.86815 1.89366 1.6216 428.311 224.095 174.016 118.352 5.64264 24.5733 10.5256 16.0261 -8.09044 4.38834 -3.1758 -4.8887 515.715 440.816 440.816 167.069
"ind_128" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_129" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_130" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_131" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_132" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_133" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_134" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_135" 38.6975 -119.8567 1838 -7.88987 24.6091 942.839 32.8893 0.758008 1.57827 41.8309 121.121 0.717165 197.584 2.21096 0.748297 1.70813 461.395 245.432 194.181 284.239 5.1527 23.5159 10.0253 15.1209 -7.25487 6.48557 -2.95901 0.192949 553.393 451.253 451.253 184.754
"ind_136" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_137" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_138" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_139" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_140" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_141" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_142" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_143" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_144" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_145" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_146" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_147" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_148" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_149" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_150" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_151" 42.68372 -120.57216 1449 -6.80984 28.1459 316.279 35.1201 0.797519 0.627518 41.5772 97.4374 0.42635 78.3564 1.15802 0.407705 2.61936 114.179 93.9367 66.5854 35.8037 4.92326 26.4209 11.663 16.2593 -6.43698 6.51217 -1.54192 -0.626414 221.589 502.188 502.188 309.875
"ind_152" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_153" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_154" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_155" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_156" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_157" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_158" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
